,airline,author,date,content,cabin,overall
1808,united-airlines,M Tonelli,2015-07-31,"My experience took a full 2 days when it should have taken only 15 hours. My family was booked with Delta. Our route was from PSA-JFK-ORD which would be operated by a 757-200. That aircraft was broken so we were rebooked with Lufthansa on a flight that would have taken us to PSA-MUC-ORD. Our flight to Munich was supposed to take off at 1pm, we waited 5 hours until we could board. The flight to Munich was operated by Air Dolomiti, we had a 1 hour 40 minute layover and I had a window seat on the long haul flight so I was happy. The boarding process was fast. Once we had boarded one passenger decided that he wanted to get off the plane, that took an hour but the crew handed out refreshments and candy while we waited. When we took off we were 1 hour 20 minutes behind schedule and I knew that we had missed our flight. Our only hope was that it too was delayed (which it wasn't). When we arrived at MUC there were vans that would take people right to their connection from the plane. Unfortunately ORD was not among the destinations. We, after spending 5 hours in a small airport had go and spend another hour in line at the Lufthansa desk. We were booked on a flight the next day with United Airlines. The next day we went to the United check-in and everything went smoothly. After the security checkpoint we had to do three more passport checks and one more baggage check before we were in departure for the U.S. Here we waited for 1.5 hours with no seats. We still hadn't gotten our seats so when last call had begun we marched up to the gate and demanded them. On the flight we had an 80's television and some okay food, nothing special. The seats were uncomfortable and I didn't sleep one bit. We arrived on time only to find a large amount of international arrivals so the arrivals area was chaotic. In the Baggage Hall there were mountains and rows of luggage just taken off the conveyor belt just to make space for more arrivals. Then once the luggage came we had to wait for at least an hour to go through the last inspection and then we we were home free. ",Economy,3
1809,british-airways,Donna Miller,2015-08-01,"Considering BA's fares were high to begin with and you had to purchase your seats to secure in advance we still booked on the advice of our British son in law. Plane is so large takes a long time to board and disembark. We flew Premium Economy, seats are bigger and have leg room but they're not comfortable for some reason. Flight crew was fine and professional. Inflight entertainment was fine but new movie selection was small. Cabin and seats were clean and neat. Inflight kit consisted of socks, ear plugs, mask, pen and tiny toothpaste and brush.  They offer pillows and blankets. But although the seats are wider, they weren't easy to get in and out of, and not just us a number of passengers contorted just to get out. The meals were fine, though served on a tiny tray loaded with food, the meal was pretty good. Not a lot of choices, to London, beef or pasta, from London back to LA, it was beef or fish. It was hot and there was a lot of food, a salad, small  cheese and  crackers. Roll butter and dessert but I'm not sure I'd say it was what BA's advertisement claims. It didn't feel it was a premium meal. They also served snacks but it was flashed on the overhead with no explanation of where to go to get the snacks. The entire plane was dark. The second meal was a breakfast, but not especially appealing. On the return to LA, it was a very odd casserole, rather dry and bland. The flight was smooth and arrived on time, coming back we were an hour late waiting as the pilot informed us of sixty passengers arriving late from Germany. They lost one of our suitcases enroute, we arrived on Thursday afternoon, the bag was delivered late Friday night to our hotel, no offer to help with expense of having to buy what was needed until bag was found. Not even an email or text, we finally asked the hotel who said it arrived midnight Friday, we weren't notified by BA until Saturday afternoon. We ended up spending quite a lot buying shirts, underwear and shorts to get by. If we'd known they had found the bag we wouldn't have spent the money. Poor communication on their part. Not an apology or sorry for the inconvenience. I guess they figured we should be grateful we got the bag at all. I doubt we'd fly BA again sadly I'd hoped for something special.",Premium Economy,7
1810,spirit-airlines,Hugh Smith,2015-06-25,"Our flight  to Houston from BWI was cancelled at the gate at time of boarding. Little explanation other than aircraft broken. Gate and counter-staff were apathetic, unhelpful, and unsympathetic. I have never seen employees that hated their jobs as much as Spirit Airlines ground staff. It was apparent that cancellations are the rule rather than the exception. This was our first and last attempt to fly Spirit. ",Economy,1
1811,malaysia-airlines,Han Ng,2015-06-23,"Had my MH upgrade approved! My outbound flight SIN-HKG via KUL was good, due to short connecting at KUL, only able to grab a short time in Satellite Golden Lounge.  KUL-HKG inflight service was nice, good selection of food/wine. Need improvement on IFE (old and bad headset). Ground staff was friendly, speedy check-in for Enrich Silver Member at dedicated counter at KLIA, priority boarding was announced too. FA are friendly and smile, addressed me by name and chatty. Seat was so so, a bit hard and not reclining to a proper flat bed. Inbound HKG-KUL was fine at first, boarded aircraft but  delayed 1hr and then delayed another hour due to techincal problem. Hence I missed my connecting flight KUL-SIN. Approached ground staff, requested to access to the Golden Lounge (I fly Economy class for my inbound leg) but got rejected, but was given meal vouchers to spend for dinner. I would fly again with Malaysia Airlines.",Business,8
1812,allegiant-air,Abel Hinojosa,2015-07-13,"Leaving Las Vegas for a 10.35am trip back home, but without explanation a 4 hour delay. Airline attempt to pacify with a meal voucher. This is very frustrating. Left Brownsville to Las Vegas with a one hour delay. Never again.",Economy,1
1813,air-dolomiti,Matteo Legrenzi,2015-07-08,"The flight was late but the service on board was prompt and affable. The food is particularly nice for a European regional carrier. The biggest problem was that, as in other cases before, the miles were not registered. Every time it takes a series of e-mails to get them registered to Miles and More or other rewards programs.",Business,1
1814,air-canada,Ashton Pittman,2015-07-19,"Wasn't the worst flight I've been on, I'll say that. But when you arrive 2 hours early and your flight gets delayed and you arrive at your destination and they not only forget to put my checked luggage on the plane but half a dozen other peoples luggage on the same flight might I add, is just plain ridiculous! Yes I understand it happens, but not to eight different people on the same flight. I fly a lot and out of all the airlines I fly, this has been the most disappointing! My boyfriend and I checked our bags at the same time and his bag arrived. ",Economy,2
1815,virgin-atlantic-airways,Jon Hellowell,2015-07-03,"I recently flew from Heathrow to San Francisco on a 747 with Virgin Atlantic for the first, and last, time in economy. Now I'm a broad fella but not enormous but the seats are tiny. Even the guy in the seat next to me who was about 5 stone lighter commented that he'd need a shoe horn to remove himself from the seat! To make things worse the man in the seat in front of me decided to recline it for the whole 11 hour flight so I had about 150mm movement in front of me. The food wasn't bad. The toilets disgusting. The cabin staff smiled now and then. My entertainment screen had a life of its own sometimes working sometimes not. I fly a lot due to my work and I would say that I would have had a much comfier experience on a Jet2 737 for 11 hours. To top it all that nice Mr Branson kept popping up, when the screen worked, asking us to donate our spare cash to some appeal or other.",Economy,1
1816,jet2-com,Anne Lowiss,2015-07-14,Over an hour and 15 minutes to check in at Manchester. Even though they have their own dedicated check in hall. One queue for all flights. Absolute chaos! One hour and 15 minutes late taking off. 45 minutes late coming back. Ran out of lots of snacks returning. Seat allocation designed so that you pay extra to sit together.,Economy,3
1817,qatar-airways,Tom Osborne,2015-06-24,"My second trip with Qatar Airways, last time had the older A330 aircraft. What a difference this time! The B787 seats are not as good as A380, but okay for the shorter flight to Doha. The window shades in this 787 aircraft are rubbish, and they do not block out the sun as was promised when Boeing were advertising the benefits of the plane. The A380 was so much better, nice and spacious and seats very comfortable. IFE is not very different to Emirates or Singapore Airlines that I flew last time, don't understand why everyone raves about Emirates because they just have a huge library of ancient, 2nd rate films. Food was good, not the best but certainly good for Economy cabin trip. Cabin staff were great on both flights, better for DOH-BKK where they were chatty and friendly. Return in 10 days flying out of Singapore and looking forward to getting on their A350 I have read so much about. Definitely recommend Qatar Airways with these new planes, and service seems to have improved from before.",Economy,10
1818,virgin-atlantic-airways,Alexander White,2015-07-15,"Flew on new Dreamliner VS7, 4 July, premium economy and considering the cost felt Virgin were mean with food - cheap and not very cheerful. Ran out of ice half way through trip (I'm sure they had some at the front of the plane but miserable faced stewardess made no effort to find out). Two stewards at the start of flight brilliant. Far too expensive for what you get over economy.",Economy,6
1819,avianca,Timothy Ngo ,2015-07-19,"Flight AV 9761 from Baranquilla to Medellin. My first flight ever on Avianca. With my Star Alliance Gold status, I was able to use the business check-in counter, which took less than 1 minute. There was no automatic check-in kiosks. The flight departs on time. Their A320 is in excellent shape, clean and well-kept, including IFE with dozens of programs at every seat even on short domestic flights. Nice leather seats. Seat pitch is reasonable. Flight attendants look sharp and professional. On this short domestic flight, refreshment is coffee or juices. I paid about $80 for a one-way one hour flight with a 7-day advance purchase. ",Economy,8
1820,qatar-airways,N Amalath,2015-07-23,"I traveled from Kuwait to Kochi via Doha return. At the time of booking I opted for Vegan meal, it food made of dairy products at both the occasions ( Doha-Kochi-Doha). The response of cabin crew was initially poor due to the lack of information about vegan food, though they apologised. On the next journey they compensated by offering additional fruits. Other than food, my flight experience was satisfactory, smooth check in, on time.",Economy,7
1821,lufthansa,M Vermeire,2015-07-27,"Rome to Frankfurt in Airbus 321. Lufthansa could not help that at Rome Airport the lounges were closed, however a voucher of 10€ was rather limited - for a small snack and 2 basic non alcoholic drinks I paid 17 €. Flight delayed on departure due to extremely strong winds at Frankfurt airport. Once boarded FA's were friendly - meal was rather basic for this flight, drinks just OK. Frankfurt to Brussels flight had a delay of nearly one hour due to stormy winds. When seated for 20 minutes onboard, drinks were provided to all passengers. Captain did give ample information - meal ok, luggage could have been faster at Brussels airport.",Business,8
1822,united-airlines,Felipe Posta,2015-07-02,"Crew were rude and unhelpful. The aircraft they use for a 10-hour flight from São Paulo to Washington barely has any entertainment system - its just a bunch of tiny TV sets with a fixed programme. I could perhaps be a little more understanding if the ticket prices were lower than the average, which they're not! To top this experience, my connecting flight was delayed 4 hours, was overbooked and not a penny was offered for food or anything. ",Economy,1
1823,royal-brunei-airlines,Rosemary Howden,2015-07-03,"Mainly a comfortable trip. Seat comfortable, however controls difficult to work out. Food just okay. While respecting another country’s stance on alcohol, I think when one has paid a lot of money for the fare then some respect could be shown for cultural preferences ie wine with dinner. I found the one hour stopover in Dubai very annoying. Passengers must leave the plane, walk a long distance to the transit lounge, then go through security and then get back on the same plane again. bI was sound asleep when we arrived in Dubai and never settled again after this. Flight attendants were excellent but it’s a shame they couldn’t offer more ie better meals and wine. I flew with Qatar Airways business class 18 months ago and Royal Brunei Airlines does not compare with them,  although I acknowledge that Qatar Airways fares cost more.",Business,7
1824,qatar-airways,Nick Scholes,2015-08-01,"Truly amazing. World's best airline for a reason. Great service, lots of extras provided, on time.",Economy,10
1825,airasia-x,Scott Harwood,2015-06-11,"Flew from Gold Coast (OOL) to Kuala Lumpur (KUL) on the 13th May 2015. I had booked a flight from Sydney to KL, but the flight was cancelled a month prior to departure with no explanation given. They shifted me to a flight that would have left me stranded in Kuala Lumpur, unable to catch my connecting flight to Europe. However, they
did offer me a full refund, which was processed quickly and efficiently. As I was based in northern New South Wales at the time, I booked a flight from Gold Coast instead. The online check-in was quick, however I was placed in a middle seat. On board the plane, let's just say I was lucky enough to have some pretty powerful sleeping pills. The Economy seating on the A330 was cramped and narrow - something which you don't want when you're 6'1"" tall. Additionally, you have to pay for entertainment - something you don't usually expect on a 9-hour flight. The cabin crew could not make themselves clearly understood either. I will say a few good things about the airline, though. I had ordered a nasi lemak when I booked the flight - this is unbelievably delicious and thoroughly recommended. Also, AirAsia X is incredibly good value for money. In conclusion, I would recommend AirAsia X, so long as you have patience and the gumption to pre-order food.",Economy,4
1826,etihad-airways,Susan Hasan,2015-07-11,"Never again. Cancelled flight and no concern from ground staff (no representative at the desk in Bahrain) - this meant we missed our connection. Fighting (with 2 kids in the middle of the night) and being sent between transfers and departures non stop in Abu Dhabi. Exhausted, begging for a flight on other airline but no one interested. Finally 11 hours later, delayed flight again, we left for Manchester. Reserved kids meal never came because original flight was cancelled. Crew ignore us, sky nanny decided to help by covering my sons face in black and red face paint which he had a reaction to - took 35 mins to remove. Then to top it off, no luggage when we landed and now 4 days in UK with no bags. Complaint form online says 'link does not work'. No one answers helpline. Worse is I have to travel back with them in a month. Had 2 calls from them to say they have no news! Dreading it. Can't think of one good point about Etihad Airways except there was no queue at check in. Now I know why. ",Economy,2
1827,qatar-airways,Simon Entwistle,2015-06-18,"TIF DOH BKK, 10th June - Qatar remains my favorite airline and is way above the rest. TIF-DOH First class. I told the flight attendant what I wanted to eat from the menu where items required a choice, assuming that the rest of the menu would follow but all I got was I had selected from that section none of the other items came. The lounge in Doha is large and somewhat impersonal but excellent nevertheless. DOH-BKK Business Class, the crew apart seemed disinterested. Some passengers had finished their meal before others had started.  I guess what niggled me not being on the receiving end of top priority as I usually am. All in all OK service and flight. But Qatar normally is above OK and exceptional. I put it down to a bad day for both them and me. ",Business,8
1828,bangkok-airways,Richard Dawson,2015-07-26,We flew this route to/return and both times the plane was late for arrival to/take off from Luang Prabang. It appeared that such late arrivals are more routine than not.  It should be pointed out that the service onboard both flights was excellent as was the food and drink quality.,Economy,8
1829,japan-airlines,E L  Goh,2015-06-19,"I flew on a return flight BKK - Tokyo Haneda - Osaka (Itami). My connecting flight from Haneda to Itami only had a 1 hr 20 min gap so by the time I cleared immigration and customs I only had around 30 mins left to my connecting flight. The check in gate for the connecting flight had closed and the ground staff could have asked me to carry my own luggage but instead helped arrange for my luggage to be brought up the plane by the airport staff, and gave me good and clear instructions on how to get to the domestic terminal. My return flight from Osaka to Tokyo was supposed to be at Kansai Airport, but I overlooked it and went to Itami instead. The ground staff at Itami helped arrange my partner and I to be on the next flight out from Itami to Haneda, even though they could have asked me to travel to Kansai for my flight instead. The seating space was just okay, nothing to commend or complain about. Choice of shows and movies in the inflight entertainment was a little low, not as many choices as other airlines I've flown. Food was just okay, nothing fancy but also can't compare to the other airlines I've flown with. I must say that the flight attendants are very polite and attentive.",Economy,7
1830,etihad-airways,T Solanki,2015-07-07,"Poor service by crew inflight. Looks they are ignoring some customers or not well trained compared to other airlines. Seats were comfortable but bedroll was not available on each seat - you have to ask for it. Food quality was poor when I have already pre registered for food choice. There was no choice available as per normal business class, and it was pre decided same as economy class. The business class Lounge at Brussels airport had little seating space available and not comfortable at all.",Business,2
1831,thai-airways,Tom South,2015-06-27,"London Bangkok Business class. First time in Silk class (Business) on the upper deck of Boeing 747-400. The cabin felt jaded, but in a few days this route will be using the A380, so you can see why Thai Airways are not investing on this aircraft. The inflight service was friendly and efficient, though breakfast felt a bit rushed. Will be interesting to see how the A380 compares on my return.",Business,7
1832,american-airlines,William Gustin,2015-07-17,"Flight from Boston to O'Hare, fair to good. Basic experience. AA did not handle the flight delay well in O'Hare - assigning late inbound pilots who were near time-out for active service on an already delayed departure flight to an airport with a curfew time. O'Hare frequently has runway holds and queues to make things even later. We ultimately returned to a different gate due to timed-out pilots for our now cancelled flight but then they didn't have the staffing available to open the gate and get us started with rescheduling flights for an additional 20 minutes - blowing any chance of catching some of the last flights to Southern California for the night. It was just one setback after another. My recommendation, if your flying AA - stick with the hub in DFW, at least they may have the extra resources there to keep things moving. I was dumbfounded by the decision tree and mitigation process for the not so uncommon event of a cancelled flight at O'Hare. No hotel help, a silly dinner voucher for some restaurant that might be open in the terminal after midnight, and just not a whole lot of explanation. Yes, the rain did cause part of the delay, but really no responsibility was attributed to the airline for the other factors that weighed into the cancellation. I am now flying home on a competitor along with at least 5 others I recognize from that fateful night.",Economy,2
1833,british-airways,Edwin Ng,2015-07-21,"Flight was decent. Have to say the seat was rather cramp. I'm 180cm, or 5 foot 9, sat at seat 32F. Inflight entertainment was alright, but do take note to always unplug the headset whenever you get out of your seat. It damages easily if it gets caught on something. I had to change 2 headsets because of that, because being in a aisle seat, you have to get off when someone wants to use the lavatory, thus remember to unplug it if you intend to get up from your seat. Service was alright. I requested for eye shades, and it came about 1hr later, crew must have forgotten about my request. I didn't pursue it as I thought I could just head to the back galley and request for them after my movie. In terms of food, it was appalling and greasy. Overall, I will not say never again, but given a choice, I'd look out for Singapore Airlines first, then the big 3 Gulf carriers. For the right price I'd do BA again, otherwise, there are better ways to suffer than that cramped seat",Economy,6
1834,cathay-pacific-airways,J Rose,2015-06-14,"Cathay is generally very good all around and this trip was down a notch or two for a few reasons : food quality was not up to standard out of LHR  or NRT, though not as bad out of HKG. On HKG-LHR leg though they did not have enough mid-flight meals for all passengers, which I find hard to fathom given people are paying thousands for the ticket and the meal only costs Cathay a few quid to produce. They should overstock, not understock the flight. The other complaint on the trip was the regionally configured plane from NRT-HKG is a poor excuse for business class on a four hour leg. No reason not to run flat beds on that route, considering the importance of it and the fact that some flights are overnight. Won't pay for that again. On the positive side, Cathay service always top notch and efficient.",Business,7
1835,tam-airlines,Javier Gomez,2015-07-22,"I had flown with TAM in several occasions and I had a good experience before, I can't say the same in this case, their customer service is awful, we had to wait one hour in the business check in counters because nobody was there. After one hour there they told us that our flight which was international had to be attended in the domestic flights area, and after another half an hour waiting there, they weren't able to introduce our rewards card into the system. I don't why but after almost two hours trying to make the check in we only wanted to leave. Worst ground service ever.",Economy,1
1836,air-china,A Huang,2015-07-07,"Flew Melbourne to Shanghai return 2 weeks ago. Cancelled one leg of the flight as I had made other arrangements and was told that I had to repurchase tickets when I arrived for my return flight. Of course this was only after spending 5 hours at the airport calling the US and Beijing office from Shanghai. Their staff in Shanghai and Beijing had no way to change tickets, nor did they take any interest into what should have been their responsibility. So after writing an email 2 weeks ago to discuss these issues, still no response. Finally ended up calling their hotline which was directed to their US office - surprise, surprise there's nothing they are willing to do to help.",Economy,1
1837,tam-airlines,Victoria Johnson,2015-07-20,"Worst longhaul flight I've had in a long time. Firstly my LAN-partner flight from Salta to B.A. was delayed by an hour, making me miss my connection (the flight should have been earlier, and the delay would have not harmed me, but the flight time was changed after I booked) so I was delayed by 24 hours. The next day's flight from B.A. to Sao Paulo was also delayed, with at first no annoucement at all (we had already boarded), then very late an announcement with differing details in Portuguese, Spanish and English, then an announcement that we would be offloading some passengers to re-book which turned out to be correct. Very chaotic, and the crew disappeared during this time. Finally I did make my final connection, and on this one (the 12-hour flight), my entertainment system didn't work, this included my call button, so I couldn't even get assistance and the crew didn't bring around drinks once during the entire flight (except with the 2 meal services). My initial flight from Frankfurt to Sao Paulo had also been cancelled, but here I was lucky to get re-boked on a LH flight. I will never fly with TAM again.",Economy,1
1838,jetstar-airways,W Blades,2015-07-10,"About 6 years ago I swore never to fly on Jetstar again, unfortunately urgent circumstances required my family and I to fly from Auckland to Wellington NZ. Normally we would have taken an Air New Zealand flight, but flights all full and we had a time dealing to get to Wellington. Cramped seating, and sub standard service from start to finish pretty much sums up this awful excuse for an airline. Qantas must be ashamed to have an association Jetstar. We get to Wellington and in a rush to make a function and in true Jetstar form, no bags arrive off the conveyor. After almost 20 minutes and about 40 plus customers all standing about awaiting bags, several customers like myself started making approaches to Jetstar. Apparently the machine that unloads luggage from the plane is broken and they didn't have another. Made worse because they were too cheap to hire one from Air NZ to get the plane unloaded. 50 minutes later customers were starting a small riot wanting to know what was going on. Jetstar never made any PA announcements, nor did they apologise when we finally got luggage 1.25 hours after the flight landed. They aren't a cheap airline to fly on anyway. By the time you buy a ticket, then a meal, pay extra for a bag etc, you could have purchased an economy ticket on another airline and had all the extras for free and excellent service.",Economy,1
1839,scoot,P Elliott,2015-06-13,"We travelled Biz class from Sydney to Singapore then the next day to Bangkok. The schedule suited us exactly as it allowed us overnight in Singapore to catch up with friends. The flight left on time but due to strong head winds we arrived in Singapore a little bit late.  Biz class is good value especially if you buy on promo and we were glad to have  the extra leg room for that 8 hour flight. We booked aisle seats in the middle, so got an empty seat between us. Plenty of room to move about. We had the upgraded meals That was worth the extra compared to the normal meals we saw served. Scoot offers a free drink of your choice as part of the meal. Water was available free any time. We took our snacks onboard and there wasn't a mention from any staff about that. Then again, the snacks made no mess. We used Scoot in style at Singapore airport. Incidentally we used Krisflyer points to get a Scoot voucher and used the voucher to pay the  Scoot in Style upgrade after making our booking. You need to do all that on the website beforehand. It worked perfectly. So we arrived at check-in 3 hours ahead of the Bangkok flight and got about 2 full hours in the SATS lounge. It was worth it as you can eat and drink a lot during 2 hours! The Bangkok flight was pretty full as it was a public holiday, but Biz class was ok. Again we were offered any drink to go with our upgraded meal.  We got a seat between us empty. It was a good quality experience, I'd do it again any time. Behind us was the quiet cabin with no children. That looked good too.",Business,10
1840,aeroflot-russian-airlines,Jan Ackermann,2015-06-16,"Our nonstop flight from LED to SXF was cancelled some weeks before travel and we were re-booked on a flight via SVO which meant approximately twice the original flight time, but we had no problem getting to know a new airport. The flight from LED to SVO had a delay and although we were told that the connecting flight would wait for us as (because of the re-booking) there would be a large group of SXF passengers on board, it did not. But directly upon entering SVO airport a SU representative would hand out pre-printed new boarding passes and a beverage voucher, so no need to go to a transfer desk. I found that quite professional. The aircraft used were in very good shape and we found seats and legroom far superior to most western airlines. Crews were dressed in very attractive uniforms and were quite fluent in English. Alcoholic drinks and a sandwich (even a pre-ordered vegetarian one for my companion) were offered - basic, but hey, that's the way it is nowadays. Small downpoint: the very interestingly looking in-flight magazine was almost exclusively in Russian language. The transfer in SVO (as well as entering Russia in LED) was quick and smooth (performed by traditionally grumpy staff, though). The sparkling airports in LED and SVO but Berlin's SXF trashy airport to shame. We were quite impressed by SU and would not hesitate to use them again, especially when they offer a decent rate to Asia in their new Premium Economy.",Economy,8
1841,british-airways,John Reed,2015-06-25,"Disappointed. The food was poor, my wife's steak could have been anything, my curry had a tiny piece of chicken. The cabin was less than half full but cabin crew hadn't time to bring a glass of wine. After the meal, staff disappeared. No after dinner drink offered, no refreshments during the night. For the price this could have been a lot better. Return on old B747 was better.",Business,4
1842,garuda-indonesia,Alex Gibson,2015-07-23,"My wife and I travel to Bali regularly and this time we were coming home after a cruise. Due to traffic in London we arrived 15 mins before the flight to Jakarta took off, the gates were closed for this flight, but by sheer luck the Garuda Supervisor was still at the desk. We could not thank him enough for his assistance in getting us on our flight back to Australia. We have great faith in this airline and would recommend it to anyone who was thinking of flying Garuda. Excellent airline and the service cannot be faulted.",Economy,10
1843,jetstar-airways,John Woods,2015-06-30,"My first and last flight with Jetstar JQ30. After security at Bangkok I purchased water in departures just before boarding, but was taken off me when boarding as I was told water was not allowed on this flight. I was assured plenty would be available in flight. After take off I requested water to and was presented with a tiny bottle of water and asked for four dollars. I purchased six of these during the flight. In all my years of flying i have never experienced this. I have flown Ryanair around Europe and have no qualms with a budget flight on short haul of a few hours but never imagined this scenario on a 9 hour long haul. I will not fly Jetstar again. Perhaps my fault for not checking out Jetstar before booking. ",Economy,1
1844,spirit-airlines,Sharon Morris-Wellenbrock,2015-06-29,"I was unfortunately fooled by the price. Then you pay $55.00 for checked luggage and another $55.00 for carry on. Then they charge you for water, soda, coffee, tea, peanuts, you name it. The staff  don't even announce that your flight has been delayed as ours was, the first 3 hours late, the second 5 hours late - neither one was announced we had to find someone to ask what happened.. If you dared to ask they would tell you they didn't know so just go sit down and wait for your flight to be called. Then once the flight that should have been there hours earlier finally had a boarding time they had you move from one place to another and once everyone moved they had you go back to were you were and then they had you move again, we did this 4 times before they finally stopped moving us they moved the planes from one station to another.  I can assure you that it is my families last time. ",Economy,1
1845,eva-air,S Lachlan ,2015-07-16,"I was unsure of what to expect with EVA Air, however I was greatly surprised. The lounge has a brand new feel to it, not just in equipment but also in design. It's very modern, with some intense lighting. It's very comfortable, food was fresh and the massage chairs were brilliant. The flight, 12 hours of Business Class bliss. The seating arrangement was one that offered space and comfort, the LCD Screen was HD and had a great range. The staff were friendly, attentive and polite. The food was very tasty, the alcohol (I had red wine and water only) was a brilliant drop from Australia. ",Business,10
1846,british-airways,James Williamson,2015-06-12,"9/6/15, ORD-LHR, 777-300, Club World, Seat 13b.  Had booked as World Traveler Plus but was upgraded pretty close to departure. This meant I did not have any time to get a meal before hand and the meal on board was both small and not very good.  Would have been better with the economy mean I think. Breakfast was pretty poor as well with
several items not given out. Other than that the crew were excellent and very attentive.  The seat was full lie flat though pretty narrow I thought compared to other carriers Business class. Entertainment system was also very good and up to date. ",Business,9
1847,united-airlines,Dalton Van Stratten,2015-07-26,"United uses A320 on too many longer flights within the United States. They are annoying and uncomfortable. They ""upgraded"" their seats after merging with Continental which really means a downgrade. They crammed more seats on their airbus airplanes making legroom even more restricted. They removed all forms of entertainment from their fleet. I used to be able to listen to the radio in the armrests with my own headphones, but they removed them and I am incredibly bored, cannot get to sleep because of how uncomfortable the seats are now! They don't use the television screens that fold down anymore, they have incredibly rude and unhelpful employees. United Airlines is expensive for the quality of service you get. ",Economy,1
1848,swiss-international-air-lines,H Ballard,2015-06-29,I was pleased by the quality of the staff and they provided drinks and food throughout the flight. The seats were very comfortable. The IFE didn't have a lot of choice but it was a good size and had a high resolution.,Economy,8
1849,american-airlines,Rafael Bozzolla Vieira,2015-07-31,"Long detour to get from GRU to LAX but gave me the chance to experience their J flagship product both in the international (B777-300) and domestic (A321) products. The individual reverse herringbone seats on the 777 are second to none. Privacy and sleeping space are guaranteed. The entertainment is good enough and the flight crew professional and even friendly to some extent. The one downside was the food, which was not only below what one would expect for J and not very tasty either. In the transcon similar experience. The full lie flat in J is a nice touch, and even getting over the other passenger is not a problem at all. The only major difference was the crew, who were a bit more standoffish.",Business,8
1850,qatar-airways,G Thompson,2015-07-01,"Was curious to try Qatar, having flown Emirates numerous times between S Africa and Europe. Qatar's pricing is a major draw-card, they were significantly cheaper than Emirates. The trip out of JNB to DOH was great, the plane was not full and a lot of passengers had spare seats around them. Not sure that it would have been as pleasant with a full plane. Having heard so much about the Boeing 787, I was expecting it to be state-of-the-art flying, but I can't say that was the case. The seats are as hard  and very cramped - these seats rate very poorly against the Boeing 777, and the only way I could grab any sleep was by sleeping against the window. The food was really good, and I love the containers they use - much better than any other airline I have flown with recently. Entertainment is great - the range is not quite as extensive as Emirates or BA, but streets ahead of Turkish Airlines. One gripe is that the crew would only serve one drink with dinner, I couldn't have a pre-dinner drink and a glass of wine. Thought that was rather mean. The flight between Doha and Istanbul was also good, despite it being a full flight on a narrow body aircraft. Return flight was great too, my only gripe is that every leg of the journey entailed a bus to get to the terminal building, and another back out. That would be okay if you weren't left in the 38 degree heat. Other than that, I can't fault Qatar.",Economy,8
1851,loganair,D Davison,2015-07-20,"Great service from a great little airline operating on behalf of Flybe. The Dornier 328 is a comfortable aircraft, albeit a little small. The sole cabin crew member was polite, professional, very friendly and chatty. Complimentary snacks and drinks were served and the flights were on time departing and arrived early. In fact, the outbound flight only took 31 minutes, a record according to the crew.",Economy,10
1852,spirit-airlines,Edwin Donis,2015-06-20,"The same departure day we were told the air line was behind the schedule, about an hour really. They have very uncomfortable seats, what we found out is that we did not save much; it is not convenient to fly with them in all aspects. I will never recommend them unless there is an emergency and there are no more choices. ",Economy,1
1853,aeroflot-russian-airlines,Julia Eyler,2015-06-13,"Good value for money, although aircraft itself is old, seats are worn out. Polite and helpfull staff on board. Ok meals.",Economy,7
1854,china-southern-airlines,Michael Likely,2015-06-12,"Recently took CZ from SYD-CAN-JFK and return in Business. The Australian legs utilise A330-200 aircraft with 2-2-2 seating. Flights to and from USA much better with 777-300ER, with a 1-2-1 configuration. Overall excellent value for money. Skyteam lounge in Sydney quite new and comfortable, although lounges in CAN and JFK have seen better days. Rather surprised to be conveyed to 777 by bus, I can only assume that as the aircraft were only acquired last year, steps are being taken to remedy this. Once on board, welcome glasses of champagne. Inflight dining a bit hit or miss, but I'm not a fan of Cantonese food so can't moan about that. Wine is pretty much ""red or white"", but the cabin crew are always attentive, with cabin walk-through so being common. IFE very limited, but with personal devices, it's pretty much a dying issue. I habitually use Asian airlines for trips to the UK and USA. Usually Vietnam, China Eastern and China Southern. Clearly not as good as the big three Arabian carriers, nor the legacy BA or QF. However, when it comes to value for money, there is no comparison. Would recommend CZ.",Business,8
1855,philippine-airlines,Peter Galliger,2015-06-17,"Booking online and getting the baggage allowance is impossible so when you arrive to check in I was charged 1600 pesos for 1 kg over the weight! Long long lines to check in to the flight, very old and decaying terminal with no wifi - this is PAL's own terminal - one would think they would at least have the best most modern terminal for their national airline! The plane was old - with no in seat entertainment or TV screens on the walls. The food was awful. Toilets were not clean on the plane. The only redeeming feature was the staff were very nice and friendly and tried to be helpful. The last complaint is some of the regional flights arrive at Terminal 3 so you have to take a 1 hour taxi ride to get to Terminal 2 to catch the international flight.",Economy,3
1856,brussels-airlines,D Greenbaum,2015-07-08,"Avoid Brussels Airlines at all costs if you are connecting through Brussels. Even though one of the runways is shut down for long term maintenance, the airline has not changed their schedule of flights. The end result is a guaranteed landing delay or sitting on the tarmac at the origin until a runway can open up. I missed two connections in three days because of this!",Economy,3
